trial	count_a	lat_a	count_m	lat_m	scorer	xdat	reason
10699.20110226.1.32	1	445	1	450	LR	150	
10699.20110226.1.33	1	381	1	417	LR	148	
10699.20110226.1.34	2	1309	-1	-1	LR	130	
10699.20110226.1.35	1	429	1	400	LR	128	
10699.20110226.1.36	1	389	1	417	LR	204	
10699.20110226.1.37	1	393	1	400	LR	202	
10699.20110226.1.38	1	357	1	383	LR	127	
10699.20110226.1.39	1	365	1	350	LR	202	
10699.20110226.1.40	1	349	1	367	LR	129	
10699.20110226.1.41	1	401	1	400	LR	148	
10699.20110226.1.42	1	449	1	483	LR	149	
10699.20090810.4.1	1	389	1	333	NATALIE	147	
10699.20090810.4.2	1	405	1	417	NATALIE	130	
10699.20090810.4.3	1	413	1	417	NATALIE	202	
10699.20090810.4.4	1	349	1	383	NATALIE	149	
10699.20090810.4.5	0	329	0	333	NATALIE	201	
10699.20090810.4.6	1	429	1	467	NATALIE	202	
10699.20090810.4.7	1	405	1	417	NATALIE	129	
10699.20090810.4.8	1	405	1	433	NATALIE	129	
10699.20090810.4.9	1	381	1	400	NATALIE	150	
10699.20090810.4.10	1	381	1	417	NATALIE	149	
10699.20090810.4.11	1	357	1	383	NATALIE	130	
10699.20090810.4.12	1	429	1	433	NATALIE	127	
10699.20090810.4.13	1	397	1	433	NATALIE	203	
10699.20090810.4.14	1	389	1	417	NATALIE	204	
10699.20090810.4.15	1	381	1	400	NATALIE	129	
10699.20090810.4.16	1	433	1	450	NATALIE	150	
10699.20090810.4.17	1	445	1	467	NATALIE	128	
10699.20090810.4.18	1	373	1	400	NATALIE	204	
10699.20090810.4.19	1	417	1	450	NATALIE	203	
10699.20090810.4.20	2	341	2	367	NATALIE	148	
10699.20090810.4.21	1	369	1	400	NATALIE	149	
10699.20090810.4.22	0	313	0	333	NATALIE	201	
10699.20090810.4.23	1	401	1	417	NATALIE	203	
10699.20090810.4.24	-1	NA	1	467	NATALIE	127	first good sac has poor tracking ( 0.44 < 0.80 obvervedsamples/expected)
10699.20090810.4.25	1	429	1	450	NATALIE	150	
10699.20090810.4.26	1	477	1	500	NATALIE	147	
10699.20090810.4.27	1	445	1	467	NATALIE	148	
10699.20090810.4.28	1	677	1	700	NATALIE	128	
10699.20090810.4.29	1	449	1	483	NATALIE	127	
10699.20090810.4.30	1	417	1	450	NATALIE	127	
10699.20090810.4.31	1	773	1	800	NATALIE	147	
10699.20090810.4.32	1	341	1	367	NATALIE	204	
10699.20090810.4.33	1	493	1	517	NATALIE	148	
10699.20090810.4.34	1	697	1	700	NATALIE	201	
10699.20090810.4.35	1	497	1	517	NATALIE	204	
10699.20090810.4.36	1	441	1	467	NATALIE	130	
10699.20090810.4.37	1	417	1	450	NATALIE	128	
10699.20090810.4.38	1	489	1	483	NATALIE	202	
10699.20090810.4.39	1	417	1	450	NATALIE	147	
10699.20090810.4.40	1	357	1	383	NATALIE	150	
10699.20090810.4.41	1	521	1	550	NATALIE	201	
10699.20090810.4.42	2	317	2	350	NATALIE	130	
10699.20090810.3.1	1	441	1	467	NATALIE	147	
10699.20090810.3.2	1	361	1	383	NATALIE	127	
10699.20090810.3.3	1	401	1	400	NATALIE	129	
10699.20090810.3.4	1	441	1	467	NATALIE	147	
10699.20090810.3.5	1	893	1	917	NATALIE	202	
10699.20090810.3.6	1	489	1	517	NATALIE	129	
10699.20090810.3.7	1	521	1	533	NATALIE	127	
10699.20090810.3.8	1	457	1	483	NATALIE	204	
10699.20090810.3.9	1	409	1	417	NATALIE	201	
10699.20090810.3.10	1	373	1	400	NATALIE	150	
10699.20090810.3.11	1	481	1	500	NATALIE	203	
10699.20090810.3.12	1	533	1	567	NATALIE	201	
10699.20090810.3.13	1	461	1	483	NATALIE	128	
10699.20090810.3.14	1	445	1	483	NATALIE	147	
10699.20090810.3.15	1	449	1	467	NATALIE	149	
10699.20090810.3.16	0	337	0	333	NATALIE	202	
10699.20090810.3.17	1	397	1	417	NATALIE	128	
10699.20090810.3.18	1	545	1	567	NATALIE	202	
10699.20090810.3.19	2	297	0	333	NATALIE	150	
10699.20090810.3.20	1	461	1	467	NATALIE	128	
10699.20090810.3.21	1	397	1	417	NATALIE	129	
10699.20090810.3.22	1	457	1	483	NATALIE	148	
10699.20090810.3.23	1	129	-1	-1	NATALIE	148	
10699.20090810.3.24	1	357	1	383	NATALIE	130	
10699.20090810.3.25	1	349	1	383	NATALIE	204	
10699.20090810.3.26	1	465	1	500	NATALIE	147	
10699.20090810.3.27	1	453	1	467	NATALIE	203	
10699.20090810.3.28	1	321	1	350	NATALIE	130	
10699.20090810.3.29	1	381	1	383	NATALIE	149	
10699.20090810.3.30	1	345	1	367	NATALIE	203	
10699.20090810.3.31	1	345	1	367	NATALIE	130	
10699.20090810.3.32	1	469	1	500	NATALIE	149	
10699.20090810.3.33	1	789	1	817	NATALIE	127	
10699.20090810.3.34	1	365	1	400	NATALIE	150	
10699.20090810.3.35	1	425	1	450	NATALIE	204	
10699.20090810.3.36	1	469	1	500	NATALIE	148	
10699.20090810.3.37	1	437	1	450	NATALIE	127	
10699.20090810.3.38	2	297	2	333	NATALIE	204	
10699.20090810.3.39	1	361	1	400	NATALIE	130	
10699.20090810.3.40	1	341	1	367	NATALIE	150	
10699.20090810.3.41	1	465	1	500	NATALIE	201	
10699.20090810.3.42	1	449	1	483	NATALIE	201	
10699.20090810.2.1	1	493	1	417	NATALIE	127	
10699.20090810.2.2	1	433	1	467	NATALIE	147	
10699.20090810.2.3	1	393	1	417	NATALIE	127	
10699.20090810.2.4	1	489	1	500	NATALIE	204	
10699.20090810.2.5	1	353	1	383	NATALIE	150	
10699.20090810.2.6	1	353	1	367	NATALIE	129	
10699.20090810.2.7	1	377	1	400	NATALIE	150	
10699.20090810.2.8	1	405	1	433	NATALIE	147	
10699.20090810.2.9	1	385	1	417	NATALIE	203	
10699.20090810.2.10	1	393	1	417	NATALIE	149	
10699.20090810.2.11	1	357	1	383	NATALIE	130	
10699.20090810.2.12	1	445	1	467	NATALIE	127	
10699.20090810.2.13	1	405	1	433	NATALIE	201	
10699.20090810.2.14	1	425	1	450	NATALIE	202	
10699.20090810.2.15	1	377	1	367	NATALIE	203	
10699.20090810.2.16	1	441	1	450	NATALIE	148	
10699.20090810.2.17	-1	NA	-1	-1	NATALIE	148	first good sac has poor tracking ( 0.50 < 0.80 obvervedsamples/expected)
10699.20090810.2.18	1	353	1	383	NATALIE	204	
10699.20090810.2.19	1	389	1	417	NATALIE	148	
10699.20090810.2.20	1	405	1	433	NATALIE	127	
10699.20090810.2.21	1	421	1	450	NATALIE	129	
10699.20090810.2.22	1	369	1	400	NATALIE	128	
10699.20090810.2.23	1	421	1	417	NATALIE	130	
10699.20090810.2.24	1	461	1	483	NATALIE	204	
10699.20090810.2.25	1	449	1	467	NATALIE	149	
10699.20090810.2.26	1	409	1	433	NATALIE	149	
10699.20090810.2.27	1	405	1	433	NATALIE	204	
10699.20090810.2.28	1	989	1	983	NATALIE	128	
10699.20090810.2.29	1	368	1	383	NATALIE	130	
10699.20090810.2.30	1	437	1	467	NATALIE	150	
10699.20090810.2.31	1	409	1	433	NATALIE	201	
10699.20090810.2.32	1	437	1	467	NATALIE	201	
10699.20090810.2.33	-1	NA	2	450	NATALIE	147	3 samples > 11 px (10.00 max) from 154.72 (base)
10699.20090810.2.34	1	405	1	433	NATALIE	129	
10699.20090810.2.35	1	485	1	500	NATALIE	202	
10699.20090810.2.36	1	493	1	500	NATALIE	202	
10699.20090810.2.37	1	377	1	400	NATALIE	130	
10699.20090810.2.38	1	421	1	450	NATALIE	147	
10699.20090810.2.39	1	457	1	483	NATALIE	128	
10699.20090810.2.40	1	397	1	417	NATALIE	203	
10699.20090810.2.41	1	401	1	417	NATALIE	150	
10699.20090810.2.42	0	329	1	350	NATALIE	201	
10699.20090810.1.1	1	465	1	400	NATALIE	201	
10699.20090810.1.2	1	405	1	417	NATALIE	149	
10699.20090810.1.3	1	461	1	483	NATALIE	129	
10699.20090810.1.4	1	405	1	433	NATALIE	203	
10699.20090810.1.5	1	513	1	533	NATALIE	201	
10699.20090810.1.6	1	413	1	433	NATALIE	130	
10699.20090810.1.7	1	545	1	567	NATALIE	201	
10699.20090810.1.8	1	357	1	383	NATALIE	149	
10699.20090810.1.9	1	537	1	567	NATALIE	147	
10699.20090810.1.10	1	461	1	483	NATALIE	202	
10699.20090810.1.11	1	433	1	400	NATALIE	128	
10699.20090810.1.12	1	385	1	400	NATALIE	129	
10699.20090810.1.13	2	329	2	350	NATALIE	127	
10699.20090810.1.14	1	405	1	433	NATALIE	150	
10699.20090810.1.15	1	365	1	383	NATALIE	130	
10699.20090810.1.16	1	445	1	467	NATALIE	201	
10699.20090810.1.17	1	413	1	433	NATALIE	150	
10699.20090810.1.18	1	537	1	567	NATALIE	128	
10699.20090810.1.19	1	501	1	517	NATALIE	204	
10699.20090810.1.20	1	365	1	400	NATALIE	150	
10699.20090810.1.21	1	389	1	417	NATALIE	203	
10699.20090810.1.22	1	413	1	433	NATALIE	130	
10699.20090810.1.23	1	385	1	417	NATALIE	203	
10699.20090810.1.24	2	97	2	117	NATALIE	204	
10699.20090810.1.25	1	429	1	450	NATALIE	148	
10699.20090810.1.26	1	481	1	500	NATALIE	147	
10699.20090810.1.27	1	517	1	550	NATALIE	127	
10699.20090810.1.28	1	445	1	483	NATALIE	147	
10699.20090810.1.29	1	413	1	450	NATALIE	127	
10699.20090810.1.30	1	405	1	433	NATALIE	204	
10699.20090810.1.31	1	385	1	417	NATALIE	147	
10699.20090810.1.32	1	481	1	500	NATALIE	150	
10699.20090810.1.33	1	993	1	1000	NATALIE	148	
10699.20090810.1.34	1	518	1	517	NATALIE	130	
10699.20090810.1.35	1	437	1	467	NATALIE	128	
10699.20090810.1.36	1	409	1	417	NATALIE	204	
10699.20090810.1.37	1	469	1	500	NATALIE	202	
10699.20090810.1.38	1	441	1	467	NATALIE	127	
10699.20090810.1.39	1	437	1	450	NATALIE	202	
10699.20090810.1.40	1	369	1	400	NATALIE	129	
10699.20090810.1.41	1	517	1	533	NATALIE	148	
10699.20090810.1.42	1	373	1	400	NATALIE	149	
10697.20120803.4.1	1	347	-1	-1	JP	147	
10697.20120803.4.2	1	397	1	433	JP	130	
10697.20120803.4.3	-1	NA	-1	-1	JP	202	first good sac has poor tracking ( 0.54 < 0.80 obvervedsamples/expected)
10697.20120803.4.4	-1	NA	-1	-1	JP	149	no saccades (getSacs)
10697.20120803.4.5	1	388	1	383	JP	201	
10697.20120803.4.6	1	393	1	433	JP	202	
10697.20120803.4.7	0	433	1	433	JP	129	
10697.20120803.4.8	-1	NA	1	367	JP	129	first good sac has poor tracking ( 0.20 < 0.80 obvervedsamples/expected)
10697.20120803.4.9	-1	NA	1	467	JP	150	first good sac has poor tracking ( 0.44 < 0.80 obvervedsamples/expected)
10697.20120803.4.10	-1	NA	1	567	JP	149	first good sac has poor tracking ( 0.38 < 0.80 obvervedsamples/expected)
10697.20120803.4.11	1	407	1	450	JP	130	
10697.20120803.4.12	1	393	1	417	JP	127	
10697.20120803.4.13	1	405	1	450	JP	203	
10697.20120803.4.14	-1	NA	1	350	JP	204	first good sac has poor tracking ( 0.67 < 0.80 obvervedsamples/expected)
10697.20120803.4.15	-1	NA	-1	-1	JP	129	moving (-Inf px/60Hz) before target onset
10697.20120803.4.16	-1	NA	1	350	JP	150	first good sac has poor tracking ( 0.36 < 0.80 obvervedsamples/expected)
10697.20120803.4.17	-1	NA	-1	-1	JP	128	first good sac has poor tracking ( 0.45 < 0.80 obvervedsamples/expected)
10697.20120803.4.18	-1	NA	1	267	JP	204	first good sac has poor tracking ( 0.38 < 0.80 obvervedsamples/expected)
10697.20120803.4.19	-1	NA	-1	-1	JP	203	blink before target onset
10697.20120803.4.20	-1	NA	0	333	JP	148	no good saccades
10697.20120803.4.21	-1	NA	1	550	JP	149	no saccades (getSacs)
10697.20120803.4.22	-1	NA	-1	-1	JP	201	start pos too far from center fix
10697.20120803.4.23	-1	NA	1	617	JP	203	first good sac has poor tracking ( 0.33 < 0.80 obvervedsamples/expected)
10697.20120803.4.24	1	445	-1	-1	JP	127	
10697.20120803.4.25	1	505	1	550	JP	150	
10697.20120803.4.26	1	357	1	383	JP	147	
10697.20120803.4.27	1	373	-1	-1	JP	148	
10697.20120803.4.28	1	595	1	617	JP	128	
10697.20120803.4.29	1	357	1	400	JP	127	
10697.20120803.4.30	1	353	1	400	JP	127	
10697.20120803.4.31	1	369	1	383	JP	147	
10697.20120803.4.32	-1	NA	1	300	JP	204	first good sac has poor tracking ( 0.18 < 0.80 obvervedsamples/expected)
10697.20120803.4.33	1	468	1	500	JP	148	
10697.20120803.4.34	1	388	1	433	JP	201	
10697.20120803.4.35	-1	NA	1	333	JP	204	first good sac has poor tracking ( 0.70 < 0.80 obvervedsamples/expected)
10697.20120803.4.36	-1	NA	-1	-1	JP	130	no saccades (getSacs)
10697.20120803.4.37	1	377	1	400	JP	128	
10697.20120803.4.38	1	408	1	417	JP	202	
10697.20120803.4.39	1	353	1	400	JP	147	
10697.20120803.4.40	-1	NA	-1	-1	JP	150	first good sac has poor tracking ( 0.38 < 0.80 obvervedsamples/expected)
10697.20120803.4.41	1	422	1	467	JP	201	
10697.20120803.4.42	-1	NA	-1	-1	JP	130	blink ends before any saccades
10697.20120803.3.1	1	345	1	383	JP	147	
10697.20120803.3.2	1	373	1	417	JP	127	
10697.20120803.3.3	-1	NA	1	617	JP	129	no saccades within sac.time(1.450)
10697.20120803.3.4	1	382	1	400	JP	147	
10697.20120803.3.5	-1	NA	-1	-1	JP	202	first good sac has poor tracking ( 0.60 < 0.80 obvervedsamples/expected)
10697.20120803.3.6	-1	NA	1	617	JP	129	no saccades (getSacs)
10697.20120803.3.7	1	337	1	367	JP	127	
10697.20120803.3.8	2	404	2	450	JP	204	
10697.20120803.3.9	1	301	1	350	JP	201	
10697.20120803.3.10	-1	NA	1	350	JP	150	poor tracking: sd of xpos Δ=47.938569
10697.20120803.3.11	-1	NA	1	533	JP	203	no saccades within sac.time(1.450)
10697.20120803.3.12	1	371	1	400	JP	201	
10697.20120803.3.13	1	373	1	400	JP	128	
10697.20120803.3.14	-1	NA	-1	-1	JP	147	first good sac has poor tracking ( 0.40 < 0.80 obvervedsamples/expected)
10697.20120803.3.15	2	143	0	183	JP	149	
10697.20120803.3.16	1	489	1	533	JP	202	
10697.20120803.3.17	1	353	1	383	JP	128	
10697.20120803.3.18	-1	NA	-1	-1	JP	202	first good sac has poor tracking ( 0.45 < 0.80 obvervedsamples/expected)
10697.20120803.3.19	-1	NA	1	333	JP	150	no saccades (getSacs)
10697.20120803.3.20	1	405	1	433	JP	128	
10697.20120803.3.21	-1	NA	-1	-1	JP	129	moving (-Inf px/60Hz) before target onset
10697.20120803.3.22	1	357	1	383	JP	148	
10697.20120803.3.23	1	141	1	167	JP	148	
10697.20120803.3.24	-1	NA	1	567	JP	130	first good sac has poor tracking ( 0.40 < 0.80 obvervedsamples/expected)
10697.20120803.3.25	2	309	2	350	JP	204	
10697.20120803.3.26	1	387	1	417	JP	147	
10697.20120803.3.27	-1	NA	1	550	JP	203	first good sac has poor tracking ( 0.33 < 0.80 obvervedsamples/expected)
10697.20120803.3.28	2	307	2	350	JP	130	
10697.20120803.3.29	-1	NA	1	583	JP	149	no saccades within sac.time(1.450)
10697.20120803.3.30	2	421	2	467	JP	203	
10697.20120803.3.31	1	593	1	600	JP	130	
10697.20120803.3.32	-1	NA	-1	-1	JP	149	average fixpos(0.000000) is off from baseline(130.500000)!
10697.20120803.3.33	1	321	1	367	JP	127	
10697.20120803.3.34	-1	NA	1	350	JP	150	no good saccades
10697.20120803.3.35	-1	NA	1	383	JP	204	no saccades (getSacs)
10697.20120803.3.36	1	421	1	983	JP	148	
10697.20120803.3.37	-1	NA	1	617	JP	127	average fixpos(32.400000) is off from baseline(130.500000)!
10697.20120803.3.38	-1	NA	-1	-1	JP	204	blink before target onset
10697.20120803.3.39	1	301	1	350	JP	130	
10697.20120803.3.40	-1	NA	1	400	JP	150	no saccades within sac.time(1.450)
10697.20120803.3.41	1	369	1	400	JP	201	
10697.20120803.3.42	1	373	1	417	JP	201	
10697.20120803.2.1	1	417	1	333	JP	127	
10697.20120803.2.2	1	355	1	400	JP	147	
10697.20120803.2.3	1	373	1	417	JP	127	
10697.20120803.2.4	-1	NA	-1	-1	JP	204	blink before target onset
10697.20120803.2.5	1	369	1	417	JP	150	
10697.20120803.2.6	1	365	1	400	JP	129	
10697.20120803.2.7	-1	NA	1	450	JP	150	no saccades within sac.time(1.450)
10697.20120803.2.8	1	376	1	400	JP	147	
10697.20120803.2.9	-1	NA	1	350	JP	203	blink ends before any saccades
10697.20120803.2.10	-1	NA	1	333	JP	149	first good sac has poor tracking ( 0.50 < 0.80 obvervedsamples/expected)
10697.20120803.2.11	-1	NA	1	583	JP	130	first good sac has poor tracking ( 0.50 < 0.80 obvervedsamples/expected)
10697.20120803.2.12	1	407	1	433	JP	127	
10697.20120803.2.13	-1	NA	1	233	JP	201	poor tracking: sd of xpos Δ=42.716727
10697.20120803.2.14	1	422	1	450	JP	202	
10697.20120803.2.15	2	357	0	400	JP	203	
10697.20120803.2.16	1	357	1	400	JP	148	
10697.20120803.2.17	1	412	1	450	JP	148	
10697.20120803.2.18	-1	NA	1	417	JP	204	no saccades (getSacs)
10697.20120803.2.19	1	405	1	450	JP	148	
10697.20120803.2.20	1	349	1	367	JP	127	
10697.20120803.2.21	-1	NA	-1	-1	JP	129	moving (15.866 px/60Hz) before target onset
10697.20120803.2.22	1	381	1	400	JP	128	
10697.20120803.2.23	1	389	1	500	JP	130	
10697.20120803.2.24	2	358	0	383	JP	204	
10697.20120803.2.25	2	341	2	367	JP	149	
10697.20120803.2.26	1	377	1	417	JP	149	
10697.20120803.2.27	-1	NA	1	533	JP	204	no saccades (getSacs)
10697.20120803.2.28	-1	NA	1	633	JP	128	start pos too far from center fix
10697.20120803.2.29	-1	NA	1	567	JP	130	first good sac has poor tracking ( 0.36 < 0.80 obvervedsamples/expected)
10697.20120803.2.30	-1	NA	1	450	JP	150	blink ends before any saccades
10697.20120803.2.31	1	393	1	417	JP	201	
10697.20120803.2.32	1	385	1	417	JP	201	
10697.20120803.2.33	0	397	0	433	JP	147	
10697.20120803.2.34	1	357	1	567	JP	129	
10697.20120803.2.35	1	364	1	400	JP	202	
10697.20120803.2.36	1	332	1	367	JP	202	
10697.20120803.2.37	1	353	-1	-1	JP	130	
10697.20120803.2.38	1	339	1	350	JP	147	
10697.20120803.2.39	1	357	1	383	JP	128	
10697.20120803.2.40	-1	NA	1	383	JP	203	first good sac has poor tracking ( 0.35 < 0.80 obvervedsamples/expected)
10697.20120803.2.41	1	289	2	317	JP	150	
10697.20120803.2.42	1	73	1	117	JP	201	
10697.20120803.1.1	1	422	1	350	JP	201	
10697.20120803.1.2	1	413	1	450	JP	149	
10697.20120803.1.3	-1	NA	1	400	JP	129	no good saccades
10697.20120803.1.4	-1	NA	1	650	JP	203	start pos too far from center fix
10697.20120803.1.5	1	444	1	467	JP	201	
10697.20120803.1.6	1	349	1	383	JP	130	
10697.20120803.1.7	1	388	1	433	JP	201	
10697.20120803.1.8	1	339	1	367	JP	149	
10697.20120803.1.9	1	349	1	383	JP	147	
10697.20120803.1.10	1	421	1	450	JP	202	
10697.20120803.1.11	1	391	1	433	JP	128	
10697.20120803.1.12	1	457	1	483	JP	129	
10697.20120803.1.13	1	490	1	517	JP	127	
10697.20120803.1.14	-1	NA	1	467	JP	150	first good sac has poor tracking ( 0.18 < 0.80 obvervedsamples/expected)
10697.20120803.1.15	1	325	1	350	JP	130	
10697.20120803.1.16	2	317	1	433	JP	201	
10697.20120803.1.17	1	357	1	400	JP	150	
10697.20120803.1.18	1	332	1	350	JP	128	
10697.20120803.1.19	-1	NA	1	417	JP	204	no saccades (getSacs)
10697.20120803.1.20	-1	NA	1	650	JP	150	first good sac has poor tracking ( 0.50 < 0.80 obvervedsamples/expected)
10697.20120803.1.21	1	393	1	417	JP	203	
10697.20120803.1.22	1	358	1	350	JP	130	
10697.20120803.1.23	-1	NA	1	617	JP	203	no saccades (getSacs)
10697.20120803.1.24	1	444	1	467	JP	204	
10697.20120803.1.25	1	349	1	367	JP	148	
10697.20120803.1.26	1	401	1	417	JP	147	
10697.20120803.1.27	1	405	1	433	JP	127	
10697.20120803.1.28	1	333	1	367	JP	147	
10697.20120803.1.29	1	333	1	350	JP	127	
10697.20120803.1.30	1	349	1	383	JP	204	
10697.20120803.1.31	1	380	1	417	JP	147	
10697.20120803.1.32	2	345	2	367	JP	150	
10697.20120803.1.33	1	360	1	383	JP	148	
10697.20120803.1.34	1	329	1	367	JP	130	
10697.20120803.1.35	1	355	1	367	JP	128	
10697.20120803.1.36	1	341	1	383	JP	204	
10697.20120803.1.37	1	522	1	567	JP	202	
10697.20120803.1.38	1	395	1	417	JP	127	
10697.20120803.1.39	1	369	1	400	JP	202	
10697.20120803.1.40	2	271	2	317	JP	129	
10697.20120803.1.41	1	401	1	417	JP	148	
10697.20120803.1.42	1	325	1	367	JP	149	
10697.20110217.4.1	1	357	1	283	LR	147	
10697.20110217.4.2	1	373	1	400	LR	130	
10697.20110217.4.3	1	301	1	333	LR	202	
10697.20110217.4.4	1	377	1	367	LR	149	
10697.20110217.4.5	1	377	1	400	LR	201	
10697.20110217.4.6	1	401	1	417	LR	202	
10697.20110217.4.7	1	405	1	433	LR	129	
10697.20110217.4.8	1	365	1	400	LR	129	
10697.20110217.4.9	1	389	1	417	LR	150	
10697.20110217.4.10	1	388	1	400	LR	149	
10697.20110217.4.11	1	345	1	350	LR	130	
10697.20110217.4.12	1	397	1	433	LR	127	
10697.20110217.4.13	1	365	1	383	LR	203	
10697.20110217.4.14	-1	NA	1	433	LR	204	moving (4.541 px/60Hz) before target onset
10697.20110217.4.15	1	409	1	417	LR	129	
10697.20110217.4.16	1	333	1	367	LR	150	
10697.20110217.4.17	1	383	1	417	LR	128	
10697.20110217.4.18	1	506	1	500	LR	204	
10697.20110217.4.19	1	353	1	383	LR	203	
10697.20110217.4.20	1	416	1	433	LR	148	
10697.20110217.4.21	1	345	1	367	LR	149	
10697.20110217.4.22	1	401	1	433	LR	201	
10697.20110217.4.23	1	401	1	400	LR	203	
10697.20110217.4.24	1	377	1	400	LR	127	
10697.20110217.4.25	1	375	1	367	LR	150	
10697.20110217.4.26	1	421	1	450	LR	147	
10697.20110217.4.27	1	392	1	417	LR	148	
10697.20110217.4.28	1	361	1	383	LR	128	
10697.20110217.4.29	1	353	1	367	LR	127	
10697.20110217.4.30	1	377	1	400	LR	127	
10697.20110217.4.31	1	381	1	383	LR	147	
10697.20110217.4.32	1	425	1	450	LR	204	
10697.20110217.4.33	1	388	1	400	LR	148	
10697.20110217.4.34	1	329	1	350	LR	201	
10697.20110217.4.35	1	467	1	500	LR	204	
10697.20110217.4.36	1	393	1	400	LR	130	
10697.20110217.4.37	1	373	1	400	LR	128	
10697.20110217.4.38	1	373	1	400	LR	202	
10697.20110217.4.39	1	417	1	450	LR	147	
10697.20110217.4.40	2	113	2	317	LR	150	
10697.20110217.4.41	1	325	1	317	LR	201	
10697.20110217.4.42	1	345	1	383	LR	130	
10697.20110217.4.1	1	357	1	283	LR	147	
10697.20110217.4.2	1	373	1	400	LR	130	
10697.20110217.4.3	1	301	1	333	LR	202	
10697.20110217.4.4	1	377	1	367	LR	149	
10697.20110217.4.5	1	377	1	400	LR	201	
10697.20110217.4.6	1	401	1	417	LR	202	
10697.20110217.4.7	1	405	1	433	LR	129	
10697.20110217.4.8	1	365	1	400	LR	129	
10697.20110217.4.9	1	389	1	417	LR	150	
10697.20110217.4.10	1	388	1	400	LR	149	
10697.20110217.4.11	1	345	1	350	LR	130	
10697.20110217.4.12	1	397	1	433	LR	127	
10697.20110217.4.13	1	365	1	383	LR	203	
10697.20110217.4.14	-1	NA	1	433	LR	204	moving (4.541 px/60Hz) before target onset
10697.20110217.4.15	1	409	1	417	LR	129	
10697.20110217.4.16	1	333	1	367	LR	150	
10697.20110217.4.17	1	383	1	417	LR	128	
10697.20110217.4.18	1	506	1	500	LR	204	
10697.20110217.4.19	1	353	1	383	LR	203	
10697.20110217.4.20	1	416	1	433	LR	148	
10697.20110217.4.21	1	345	1	367	LR	149	
10697.20110217.4.22	1	401	1	433	LR	201	
10697.20110217.4.23	1	401	1	400	LR	203	
10697.20110217.4.24	1	377	1	400	LR	127	
10697.20110217.4.25	1	375	1	367	LR	150	
10697.20110217.4.26	1	421	1	450	LR	147	
10697.20110217.4.27	1	392	1	417	LR	148	
10697.20110217.4.28	1	361	1	383	LR	128	
10697.20110217.4.29	1	353	1	367	LR	127	
10697.20110217.4.30	1	377	1	400	LR	127	
10697.20110217.4.31	1	381	1	383	LR	147	
10697.20110217.4.32	1	425	1	450	LR	204	
10697.20110217.4.33	1	388	1	400	LR	148	
10697.20110217.4.34	1	329	1	350	LR	201	
10697.20110217.4.35	1	467	1	500	LR	204	
10697.20110217.4.36	1	393	1	400	LR	130	
10697.20110217.4.37	1	373	1	400	LR	128	
10697.20110217.4.38	1	373	1	400	LR	202	
10697.20110217.4.39	1	417	1	450	LR	147	
10697.20110217.4.40	2	113	2	317	LR	150	
10697.20110217.4.41	1	325	1	317	LR	201	
10697.20110217.4.42	1	345	1	383	LR	130	
10697.20110217.3.1	1	446	1	433	LR	147	
10697.20110217.3.2	1	353	1	383	LR	127	
10697.20110217.3.3	1	325	1	350	LR	129	
10697.20110217.3.4	1	417	1	417	LR	147	
10697.20110217.3.5	1	365	1	400	LR	202	
10697.20110217.3.6	1	401	1	383	LR	129	
10697.20110217.3.7	1	373	1	400	LR	127	
10697.20110217.3.8	1	389	1	417	LR	204	
10697.20110217.3.9	1	381	1	383	LR	201	
10697.20110217.3.10	1	382	1	400	LR	150	
10697.20110217.3.11	1	433	1	450	LR	203	
10697.20110217.3.12	1	383	1	417	LR	201	
10697.20110217.3.13	1	409	1	450	LR	128	
10697.20110217.3.14	1	345	1	367	LR	147	
10697.20110217.3.15	1	488	1	483	LR	149	
10697.20110217.3.16	1	416	1	383	LR	202	
10697.20110217.3.17	1	446	1	483	LR	128	
10697.20110217.3.18	1	457	1	483	LR	202	
10697.20110217.3.19	1	455	1	467	LR	150	
10697.20110217.3.20	1	361	1	400	LR	128	
10697.20110217.3.21	1	429	1	450	LR	129	
10697.20110217.3.22	1	402	1	383	LR	148	
10697.20110217.3.23	1	413	1	417	LR	148	
10697.20110217.3.24	1	426	1	467	LR	130	
10697.20110217.3.25	1	366	1	383	LR	204	
10697.20110217.3.26	1	429	1	450	LR	147	
10697.20110217.3.27	1	468	1	733	LR	203	
10697.20110217.3.28	1	369	1	400	LR	130	
10697.20110217.3.29	1	577	1	600	LR	149	
10697.20110217.3.30	1	365	1	383	LR	203	
10697.20110217.3.31	1	389	1	367	LR	130	
10697.20110217.3.32	1	396	1	417	LR	149	
10697.20110217.3.33	1	429	1	450	LR	127	
10697.20110217.3.34	1	409	1	400	LR	150	
10697.20110217.3.35	1	449	1	483	LR	204	
10697.20110217.3.36	1	482	1	500	LR	148	
10697.20110217.3.37	1	392	1	417	LR	127	
10697.20110217.3.38	1	401	1	433	LR	204	
10697.20110217.3.39	1	345	1	283	LR	130	
10697.20110217.3.40	1	421	1	450	LR	150	
10697.20110217.3.41	2	289	1	450	LR	201	
10697.20110217.3.42	1	366	1	383	LR	201	
10697.20110217.3.1	1	446	1	433	LR	147	
10697.20110217.3.2	1	353	1	383	LR	127	
10697.20110217.3.3	1	325	1	350	LR	129	
10697.20110217.3.4	1	417	1	417	LR	147	
10697.20110217.3.5	1	365	1	400	LR	202	
10697.20110217.3.6	1	401	1	383	LR	129	
